UCD2A,UCD2C,UCD2D,UCD2G,UCD2H,UCD2I,UCD2J,UCD2K,UCF17,AN4,AN8,AN11,HH6,HL4,HAP,WAP,WHP,BMI,windex5,melevel
NO,NO,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,3,14.4,95.90000000000001,RURAL,MALE,8.699999999999999,14.8,41.1,15.66,Middle,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,9.1,78.09999999999999,RURAL,MALE,4.3,1.7,4.6,14.92,Middle,Secondary
,,,,,,,,,0,8.9,74.90000000000001,RURAL,MALE,49.5,16.4,13.2,15.86,Fourth,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,8.800000000000001,77.40000000000001,RURAL,MALE,19.4,2.5,3,14.69,Poorest,Secondary
,,,,,,,,,0,5.8,63.9,RURAL,MALE,79.5,36.1,7.7,14.2,Second,Primary
NO,NO,YES,NO,NO,NO,NO,NO,,1,10.8,80,RURAL,MALE,2.3,11.5,44.8,16.88,Second,Primary
NO,NO,YES,YES,YES,YES,YES,NO,NO DIFFICULTY,2,10.9,88.09999999999999,RURAL,MALE,23.7,2.8,4.5,14.04,Poorest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.3,999.4,RURAL,FEMALE,99.90000000000001,.4,99.90000000000001,99.99,Middle,Secondary
YES,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,4,15.1,103.7,RURAL,FEMALE,42.3,19,19,14.04,Middle,Pre-primary or none
YES,YES,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,4,15.6,108.7,RURAL,MALE,44.7,8.4,4.6,13.2,Middle,Secondary
YES,YES,YES,YES,NO,YES,YES,NO,NO DIFFICULTY,3,14.1,95.59999999999999,RURAL,MALE,15.4,16.3,34.4,15.43,Fourth,Secondary
YES,YES,YES,NO,NO,YES,YES,NO,,1,10,77.3,RURAL,MALE,10.9,15.1,34.3,16.74,Middle,Higher secondary+
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,15.8,101.9,RURAL,MALE,17.6,19.3,37.2,15.22,Fourth,Higher secondary+
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.6,91.09999999999999,RURAL,MALE,8.199999999999999,2,5.3,13.98,Fourth,Secondary
YES,NO,YES,YES,NO,YES,YES,NO,NO DIFFICULTY,4,13.7,100,RURAL,MALE,8.5,2.7,6.8,13.7,Poorest,Secondary
,,,,,,,,,0,9.5,74.90000000000001,RURAL,FEMALE,64.09999999999999,52.4,46.6,16.93,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,14.1,104.4,RURAL,FEMALE,76.3,14,4.6,12.94,Middle,Secondary
YES,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,3,13.2,94.5,RURAL,FEMALE,6,6.4,26.2,14.78,Fourth,Higher secondary+
YES,YES,YES,NO,YES,NO,YES,NO,NO DIFFICULTY,2,10.9,85.40000000000001,RURAL,MALE,4.8,2.4,11.5,14.95,Middle,Primary
YES,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,4,13.1,94.90000000000001,RURAL,FEMALE,4.3,4.4,21.4,14.55,Fourth,Primary
NO,NO,YES,NO,NO,NO,NO,NO,,1,10,77.59999999999999,RURAL,MALE,28.8,22.3,31.5,16.61,Fourth,Pre-primary or none
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,8.199999999999999,85.2,RURAL,MALE,7,0,0,11.3,Poorest,Primary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Higher secondary+
,,,,,,,,,0,9,70.8,RURAL,MALE,67.7,73.8,61,17.95,Second,Primary
YES,NO,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,4,17.7,104.1,RURAL,FEMALE,28.7,57.8,75.5,16.33,Middle,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,10.5,87.09999999999999,RURAL,FEMALE,15.3,2,5.1,13.84,Second,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,16.4,111,RURAL,FEMALE,73.2,26.1,9.199999999999999,13.31,Middle,Higher secondary+
YES,NO,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,3,18.6,105.4,RURAL,MALE,79.8,86.2,79.59999999999999,16.74,Fourth,Higher secondary+
YES,NO,YES,NO,NO,YES,YES,NO,,1,10,82.2,RURAL,MALE,36.9,8.699999999999999,6.2,14.8,Middle,Primary
NO,NO,YES,NO,NO,NO,NO,NO,,1,7.7,72.09999999999999,URBAN,FEMALE,0,.1,6.9,14.81,Middle,Secondary
YES,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,14,98.40000000000001,URBAN,FEMALE,13.6,9.6,23.5,14.46,Middle,Primary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,9.1,81.5,URBAN,MALE,9.1,.2,1.6,13.7,Middle,Secondary
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,13.5,96.40000000000001,URBAN,MALE,4.4,3.8,15.5,14.53,Middle,Secondary
,,,,,,,,,0,6.1,60.7,URBAN,MALE,54.2,63.7,63.4,16.56,Second,Primary
,,,,,,,,,0,6,62.6,URBAN,FEMALE,3.3,3,34,15.31,Second,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,17,108.2,URBAN,FEMALE,50,37.5,33.1,14.52,Fourth,Primary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,14,100.7,URBAN,FEMALE,15.4,6.1,12.9,13.81,Second,Primary
NO,NO,NO,NO,NO,NO,NO,NO,,1,7.3,68.90000000000001,URBAN,FEMALE,.4,.6,15.9,15.38,Fourth,Secondary
NO,NO,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,4,12.6,98.3,URBAN,FEMALE,1.4,.5,3.8,13.04,Fourth,Secondary
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,11.4,89.90000000000001,URBAN,FEMALE,26.2,5.3,9.199999999999999,14.11,Middle,Primary
YES,NO,YES,YES,NO,NO,YES,NO,NO DIFFICULTY,3,14.8,96.90000000000001,URBAN,MALE,12.5,19.9,45.7,15.76,Richest,Primary
NO,NO,YES,NO,NO,NO,NO,NO,,1,8.9,80.59999999999999,URBAN,MALE,43.1,2.1,.7,13.7,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,17.8,107.2,URBAN,MALE,53,50.4,50.2,15.49,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,10.5,81.5,URBAN,MALE,1.2,2,21,15.81,Fourth,Higher secondary+
,,,,,,,,,0,7.5,66.59999999999999,URBAN,MALE,80.8,76.3,45.6,16.91,Middle,Higher secondary+
,,,,,,,,,0,3.9,51.9,URBAN,MALE,6.3,18.1,66.90000000000001,14.48,Richest,Higher secondary+
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.6,87.3,URBAN,FEMALE,2.4,3.6,25.3,15.22,Richest,Secondary
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,11.3,78.40000000000001,URBAN,FEMALE,.1,11.7,74.2,18.38,Richest,Secondary
,,,,,,,,,0,7.4,67.7,URBAN,MALE,58.5,40.2,24.8,16.15,Fourth,Primary
,,,,,,,,,,,,URBAN,FEMALE,,,,,0,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,2,11.1,84.40000000000001,URBAN,MALE,26.9,11,20.6,15.58,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,10.2,76.09999999999999,URBAN,MALE,39.3,45.2,55.7,17.61,Richest,Higher secondary+
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,10,81.59999999999999,URBAN,FEMALE,9.800000000000001,4,14.2,15.02,Richest,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,14.2,98.2,URBAN,MALE,13.3,9.5,21,14.73,Richest,Higher secondary+
,,,,,,,,,0,11.6,75.09999999999999,URBAN,MALE,83.2,98.8,97.40000000000001,20.57,Richest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,9.1,76.8,URBAN,MALE,36.8,8.800000000000001,8.5,15.43,Richest,Higher secondary+
NO,NO,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,3,14.8,99.5,URBAN,FEMALE,44.4,31.8,37.2,14.95,Richest,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.8,93.5,URBAN,MALE,4.3,.9,3.1,13.5,Fourth,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.5,97.59999999999999,URBAN,FEMALE,2.9,3,16.8,14.17,Fourth,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,14.4,97.5,URBAN,FEMALE,82,55.1,40.1,15.15,Richest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,10.4,84.59999999999999,URBAN,MALE,56.9,12.6,5.6,14.53,Richest,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,,1,9.6,82.5,URBAN,MALE,29.3,3.4,2,14.1,Middle,Secondary
NO,YES,YES,NO,YES,NO,YES,NO,NO DIFFICULTY,2,10.9,88.09999999999999,URBAN,FEMALE,7.5,1.7,7.4,14.04,Middle,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,,1,8.199999999999999,73.8,URBAN,FEMALE,20.4,5.5,9.1,15.06,Middle,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,10.1,85.7,URBAN,FEMALE,6.4,.8,4,13.75,Poorest,Primary
YES,YES,YES,YES,NO,YES,NO,NO,NO DIFFICULTY,3,15.4,97.09999999999999,URBAN,MALE,40,49.3,60.8,16.33,Richest,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,99.3,,URBAN,MALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Fourth,Secondary
NO,NO,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,3,13.9,96.40000000000001,URBAN,MALE,38.1,20.6,24,14.96,Fourth,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,14.8,89.59999999999999,URBAN,MALE,2.3,38.8,86.8,18.44,Richest,Secondary
,,,,,,,,,0,5,55.9,URBAN,MALE,47.3,67.40000000000001,75.7,16,Second,Secondary
NO,YES,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,3,12.3,91,URBAN,FEMALE,10.2,6.9,22.9,14.85,Richest,Secondary
,,,,,,,,,0,9,71.59999999999999,URBAN,MALE,17.9,25.6,51.2,17.56,Richest,Higher secondary+
NO,NO,YES,YES,YES,YES,NO,NO,NO DIFFICULTY,4,11.5,94.90000000000001,URBAN,FEMALE,1.6,.2,1.8,12.77,Middle,Pre-primary or none
YES,NO,YES,NO,NO,NO,NO,NO,,1,10.7,83.59999999999999,URBAN,FEMALE,24.1,18.9,25.6,15.31,Fourth,Secondary
YES,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,14.9,104.1,URBAN,FEMALE,66.3,23.5,13.9,13.75,Second,Secondary
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,15,100,URBAN,FEMALE,58.8,41.3,39.3,15,Middle,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,11.6,86.40000000000001,URBAN,MALE,25.4,12.6,22.5,15.54,Fourth,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,,1,7.3,72.59999999999999,URBAN,MALE,5.5,.2,.6,13.85,Fourth,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,13.2,103.3,URBAN,FEMALE,77.09999999999999,7,1.7,12.37,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,10.4,85.5,URBAN,MALE,28.4,5.3,3.9,14.23,Second,Secondary
,,,,,,,,,0,7.3,69.40000000000001,URBAN,FEMALE,10.2,3,12.3,15.16,Middle,Secondary
YES,NO,YES,NO,YES,NO,YES,NO,NO DIFFICULTY,3,99.3,,URBAN,FEMALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Poorest,Primary
,,,,,,,,,0,5.2,60.3,URBAN,MALE,53.9,29.4,20.1,14.3,Middle,Primary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12.1,91.09999999999999,URBAN,FEMALE,23.1,8.9,17.5,14.58,Middle,Primary
NO,YES,YES,NO,NO,NO,NO,NO,,1,8.6,72.7,RURAL,MALE,.2,1,19.9,16.27,Poorest,Primary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,12.5,89.8,RURAL,FEMALE,4.4,7.9,36.7,15.5,Poorest,Primary
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,11.5,89.59999999999999,RURAL,FEMALE,78.5,23.6,11.8,14.32,Middle,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,12.3,94.3,RURAL,FEMALE,21.1,4.7,9.1,13.83,Middle,Secondary
,,,,,,,,,0,6.6,65.09999999999999,RURAL,FEMALE,37.4,24.1,28.9,15.57,Middle,Primary
NO,NO,YES,YES,NO,NO,YES,NO,SOME DIFFICULTY,3,10.4,84.59999999999999,RURAL,FEMALE,.2,.4,10.3,14.53,Middle,Primary
,,,,,,,,,0,8.699999999999999,69.7,RURAL,MALE,43.4,56.5,61.2,17.91,Fourth,Higher secondary+
YES,YES,YES,YES,NO,YES,NO,NO,NO DIFFICULTY,4,20,109.5,RURAL,FEMALE,97.3,95.5,83.90000000000001,16.68,Fourth,Higher secondary+
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,14.2,98.90000000000001,RURAL,FEMALE,55.4,27.2,25.4,14.52,Fourth,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,,1,9.699999999999999,80,RURAL,FEMALE,5.3,5.5,15.2,15.16,Second,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,8.4,70.90000000000001,RURAL,FEMALE,.3,3.4,39.5,16.71,Middle,Higher secondary+
YES,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,9.699999999999999,84.5,RURAL,FEMALE,32.4,2.2,2.8,13.58,Middle,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,14.5,95.7,RURAL,FEMALE,15.9,27.4,55.8,15.83,Middle,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,,1,9.699999999999999,79.2,RURAL,MALE,7.4,4.7,11,15.46,Second,Secondary
NO,NO,YES,YES,YES,YES,YES,NO,NO DIFFICULTY,4,17,105.8,RURAL,MALE,46.3,38.4,40.2,15.19,Second,Secondary
YES,NO,YES,NO,YES,YES,YES,NO,,1,8.800000000000001,82,RURAL,FEMALE,18.4,1.1,.7,13.09,Middle,Higher secondary+
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,13.7,100.2,RURAL,MALE,6.9,2.2,6.4,13.65,Middle,Primary
NO,NO,NO,NO,NO,NO,NO,NO,,1,7.1,70,RURAL,MALE,.2,0,2.7,14.49,Second,Secondary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Secondary
NO,YES,YES,YES,YES,YES,YES,NO,NO DIFFICULTY,4,13.8,98.2,RURAL,FEMALE,8.6,6.3,20.1,14.31,Middle,Secondary
,,,,,,,,,0,5,56.6,RURAL,FEMALE,20.3,40.8,70.7,15.61,Poorest,Primary
,,,,,,,,,0,7.6,63.3,RURAL,MALE,20.8,67.2,90.7,18.97,Middle,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,9.699999999999999,82.40000000000001,RURAL,MALE,10.3,.8,4.1,14.29,Second,Primary
NO,NO,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,3,13.1,90.3,RURAL,MALE,5,11.8,42.2,16.07,Middle,Secondary
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,15.2,90.5,RURAL,MALE,4,48.6,89.40000000000001,18.56,Fourth,Higher secondary+
YES,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,4,15.2,101.1,RURAL,MALE,29.6,20,27.3,14.87,Middle,Primary
NO,YES,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,4,15.4,109.3,RURAL,MALE,50.6,7.2,2.8,12.89,Fourth,Primary
YES,YES,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,3,11.7,88.90000000000001,RURAL,MALE,4.1,2.8,12.7,14.8,Second,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,9.4,999.9,RURAL,FEMALE,99.90000000000001,10.2,99.90000000000001,99.99,Middle,Secondary
NO,NO,YES,NO,NO,YES,NO,NO,,1,10.4,81.3,RURAL,FEMALE,75,45.7,30.4,15.73,Second,Secondary
YES,NO,NO,NO,NO,NO,NO,NO,,1,9.1,79.2,RURAL,FEMALE,15,4.6,6.2,14.51,Fourth,Secondary
YES,NO,YES,YES,NO,NO,NO,NO,NO DIFFICULTY,2,14.6,98.2,RURAL,FEMALE,99.7,85.09999999999999,40.9,15.14,Middle,Secondary
YES,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,3,13.7,93.59999999999999,RURAL,FEMALE,8.199999999999999,15.5,47.8,15.64,Poorest,Secondary
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,10.2,83.5,RURAL,FEMALE,11.3,3.2,10.6,14.63,Middle,Secondary
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Secondary
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,11.8,91.09999999999999,RURAL,FEMALE,29.1,7.3,11.6,14.22,Second,Secondary
,,,,,,,,,0,3.4,51.5,RURAL,FEMALE,11.5,11.4,29.6,12.82,Second,Secondary
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,14.7,106.4,RURAL,FEMALE,44.1,8.199999999999999,5.3,12.98,Second,Secondary
,,,,,,,,,0,8.199999999999999,68.2,RURAL,MALE,2.2,9,57.7,17.63,Second,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12.6,90.8,RURAL,MALE,70.8,33.7,23.6,15.28,Middle,Secondary
NO,NO,YES,NO,YES,NO,YES,NO,NO RESPONSE,2,9,78.40000000000001,RURAL,FEMALE,2.1,.7,7.9,14.64,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,10.5,85.7,RURAL,MALE,1.1,.6,5.3,14.3,Second,Pre-primary or none
NO,YES,YES,NO,NO,YES,YES,NO,,1,9.6,81,RURAL,FEMALE,6.9,3.8,8.9,14.63,Poorest,Secondary
NO,NO,NO,NO,YES,NO,NO,NO,,1,10.2,80.40000000000001,RURAL,FEMALE,21.8,20.5,29.2,15.78,Poorest,Secondary
NO,NO,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,2,10.9,81.09999999999999,RURAL,MALE,6.1,8.800000000000001,36.7,16.57,Middle,Primary
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Secondary
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,17.5,107.1,RURAL,MALE,42.3,38.6,43.3,15.26,Second,Secondary
YES,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,16.9,104.2,RURAL,MALE,52.6,48.8,49.8,15.57,Second,Secondary
,,,,,,,,,0,99.59999999999999,999.6,RURAL,MALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Second,Secondary
YES,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,17.6,105.8,RURAL,FEMALE,49.8,59.1,63.5,15.72,Second,Primary
,,,,,,,,,0,8.300000000000001,69.3,RURAL,FEMALE,24.9,32.1,55.7,17.28,Fourth,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,,1,8.300000000000001,74.09999999999999,RURAL,MALE,4.5,1.1,5,15.12,Second,Higher secondary+
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,12.1,91.2,RURAL,MALE,16.1,5.6,11.2,14.55,Middle,Secondary
NO,NO,YES,NO,NO,YES,YES,NO,SOME DIFFICULTY,4,14.1,100.2,RURAL,MALE,4.6,2.7,10.9,14.04,Second,Higher secondary+
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,8.9,78.90000000000001,RURAL,FEMALE,.2,.1,5.4,14.3,Middle,Secondary
NO,YES,YES,NO,YES,YES,YES,NO,,1,10.3,79.59999999999999,RURAL,FEMALE,45.7,38.3,39.6,16.26,Second,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,10.8,84.09999999999999,RURAL,MALE,18.5,5.8,14.9,15.27,Fourth,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.6,97.3,RURAL,MALE,11.9,6,13.6,14.37,Fourth,Higher secondary+
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,12.6,97.09999999999999,RURAL,FEMALE,6.9,1.6,5.8,13.36,Second,Secondary
,,,,,,,,,0,3,48.8,RURAL,FEMALE,12.5,16.4,99.90000000000001,12.6,Richest,Secondary
YES,YES,YES,YES,YES,YES,YES,NO,NO DIFFICULTY,3,13.9,95,RURAL,MALE,5.2,9,32.8,15.4,Second,Secondary
NO,YES,YES,YES,NO,YES,YES,NO,NO DIFFICULTY,3,12.3,96.09999999999999,RURAL,MALE,19.6,2.4,2.9,13.32,Second,Primary
NO,NO,YES,NO,YES,NO,NO,NO,,1,8.800000000000001,76.59999999999999,RURAL,MALE,18.3,3.1,4.6,15,Middle,Secondary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Higher secondary+
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,12.4,88.5,RURAL,FEMALE,.2,2.9,43.1,15.83,Richest,Secondary
,,,,,,,,,0,9.699999999999999,71.8,RURAL,FEMALE,78.7,91.90000000000001,86.3,18.82,Middle,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,,1,7.7,73.2,RURAL,FEMALE,9,1.4,3.8,14.37,Second,Primary
YES,NO,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,3,13.5,89.8,RURAL,FEMALE,3.8,21.1,66.59999999999999,16.74,Second,Primary
NO,NO,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,4,12.1,97.8,RURAL,FEMALE,5.2,.5,1.9,12.65,Middle,Pre-primary or none
,,,,,,,,,,,,RURAL,MALE,,,,,0,Primary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12.8,92.5,RURAL,MALE,43,18.1,19.3,14.96,Middle,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,,1,9.6,80.8,RURAL,FEMALE,5.5,3.6,9.5,14.7,Middle,Secondary
YES,YES,YES,NO,NO,YES,YES,NO,,1,8.699999999999999,76.7,RURAL,FEMALE,.8,1,7.3,14.79,Poorest,Secondary
NO,YES,YES,YES,NO,YES,YES,NO,NO DIFFICULTY,3,12.2,94.2,RURAL,MALE,3.7,1.3,4.9,13.75,Poorest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.9,95.40000000000001,RURAL,FEMALE,19.5,19.8,40.4,15.27,Richest,Primary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,12.5,85.7,RURAL,MALE,32.9,42.8,56.1,17.02,Middle,Primary
NO,NO,NO,NO,NO,NO,YES,NO,,1,8.4,73.3,RURAL,FEMALE,1.5,2.6,16.7,15.63,Middle,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,8.6,79.8,RURAL,FEMALE,2.3,.4,1.3,13.5,Fourth,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,,1,7.9,71.8,RURAL,FEMALE,15.5,5.2,12.5,15.32,Middle,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.6,94.2,RURAL,MALE,3,.5,1.6,13.07,Fourth,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.1,93.3,RURAL,MALE,1.8,.2,.8,12.75,Fourth,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,SOME DIFFICULTY,4,12,92,RURAL,FEMALE,.4,.7,11.9,14.18,Poorest,Primary
,,,,,,,,,0,7.7,67.7,RURAL,MALE,23.4,23.9,39.3,16.8,Poorest,Primary
YES,YES,YES,NO,YES,NO,YES,NO,NO DIFFICULTY,4,14.3,99.40000000000001,RURAL,MALE,1.5,2.3,17.2,14.47,Second,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.6,93.40000000000001,RURAL,MALE,7.3,11.4,35.1,15.59,Richest,Higher secondary+
,,,,,,,,,0,4.7,54.7,RURAL,FEMALE,22.8,53.3,79.59999999999999,15.71,Fourth,Secondary
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Secondary
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Primary
,,,,,,,,,0,8,67.09999999999999,RURAL,FEMALE,26.4,46.6,71.5,17.77,Fourth,Secondary
NO,NO,NO,NO,NO,NO,YES,NO,,1,9.4,75.2,RURAL,MALE,4.9,7.7,28.3,16.62,Second,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,12,95.09999999999999,RURAL,FEMALE,8.699999999999999,1.3,4.3,13.27,Middle,Primary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,10.8,88.7,RURAL,FEMALE,1.5,.5,5,13.73,Fourth,Secondary
,,,,,,,,,0,8.300000000000001,71.2,RURAL,FEMALE,16,13.2,31.4,16.37,Second,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,9,80,RURAL,MALE,1.4,.1,2.6,14.06,Fourth,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,9.5,76.09999999999999,RURAL,MALE,22.1,14.4,24.2,16.4,Middle,Secondary
YES,YES,YES,YES,NO,YES,NO,NO,NO DIFFICULTY,4,12.1,93.3,RURAL,FEMALE,2,1.2,9.199999999999999,13.9,Middle,Secondary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.5,95.90000000000001,RURAL,FEMALE,2.4,4.2,25.6,14.68,Middle,Higher secondary+
YES,NO,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,4,13.7,100.9,RURAL,MALE,22,4.2,5,13.46,Fourth,Secondary
YES,YES,YES,NO,YES,NO,YES,NO,NO DIFFICULTY,2,13.4,90.5,RURAL,MALE,17.3,25.9,50.6,16.36,Richest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.5,96.90000000000001,RURAL,FEMALE,30.1,13.2,20.1,14.38,Fourth,Secondary
YES,YES,YES,YES,YES,YES,YES,YES,NO DIFFICULTY,3,14,99.09999999999999,RURAL,MALE,58.8,20,13.2,14.26,Fourth,Secondary
NO,YES,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,3,12.7,91.5,RURAL,MALE,10,8.1,22.2,15.17,Second,Secondary
,,,,,,,,,0,2.3,45.5,RURAL,FEMALE,0,.2,99.90000000000001,11.11,Second,Primary
